ID	Author	Alternative.Name	Origin	Title	Sigla	Universal.Incipit	Manuscript	Foliation	fol1	fol2	Scribe	Date	Date_alt	Note	Translator	Translation.From	Translation.To	Edition1	EditionLink1	Edition2	EditionLink2	Edition3	EditionLink3	Edition4	EditionLink4	Edition5	EditionLink5	Edition6	EditionLink6	Edition7	EditionLink7	Edition8	EditionLink8	Edition9	EditionLink9	Edition10	EditionLink10	Edition11	EditionLink11	Edition12	EditionLink12	Literature	Notes	Manuscript.Catalogue	Manuscript.Catalogue.Link	Manuscript.DigitalCopy	Manuscript.Facsimile	IIIF	IsExported	Manuscript.GPS	GRID	WikiData	GND	Author.Wikidata	Translator.Wikidata
491	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Oxford, Bodleian Library, MS Digby 104	80r-v	80r	80v		13th cent.		Incomplete	Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-98	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction", Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	A catalogue of Western manuscripts at the Bodleian Libraries and selected Oxford colleges	https://medieval.bodleian.ox.ac.uk/?f%5Bms_collection_s%5D%5B%5D=MSS.+Digby&f%5Btype%5D%5B%5D=manuscript&page=2&per_page=100	https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4226			TRUE	51.753972, -1.255139	none	Q82133	38352-1	Q2987645	Q367240
501	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere autem volo quid sit crepusculum et que causa	Oxford, Bodleian Library, MS Digby 215	96v-98v	96v	98v					Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-99	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	A catalogue of Western manuscripts at the Bodleian Libraries and selected Oxford colleges	https://medieval.bodleian.ox.ac.uk/?f%5Bms_collection_s%5D%5B%5D=MSS.+Digby&f%5Btype%5D%5B%5D=manuscript&page=3&per_page=100	https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4337			TRUE	51.753972, -1.255139	none	Q82133	38352-1	Q2987645	Q367240
556	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Paris, Bibliothèque nationale de France, MS Lat. 10260	194r-199v	194r	199v		16th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-100	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	L. Delisle, Inventaire des manuscrits latins conservés à la Bibliothèque impériale sous les nos 8823-11503 du fonds latin, Paris 1863 (Nachdruck Hildesheim 1974), 73.	https://www.digitale-sammlungen.de/en/view/bsb10800241?page=72,75	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc71995m	https://gallica.bnf.fr/ark:/12148/btv1b9078228g	https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078228g/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q2987645	Q367240
565	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Paris, Bibliothèque nationale de France, MS Lat. 16199	278r-284v	278r	284v		16th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-101	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	L. Delisle, Inventaire des manuscrits latins conservés à la Bibliothèque impériale sous les nos 15176-16718 du fonds latin, Paris 1870 (Nachdruck Hildesheim 1974), 50.	https://www.digitale-sammlungen.de/en/view/bsb10800244?page=50,51	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc76672n	https://gallica.bnf.fr/ark:/12148/btv1b9076601k	https://gallica.bnf.fr/iiif/ark:/12148/btv1b9076601k/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q2987645	Q367240
586	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Paris, Bibliothèque nationale de France, MS Lat. 7310	134r-141r	134r	141r		17th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-102	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 339.	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n345/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc66514m	http://gallica.bnf.fr/ark:/12148/btv1b100346130	https://gallica.bnf.fr/iiif/ark:/12148/btv1b100346130/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q2987645	Q367240
593	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Paris, Bibliothèque nationale de France, MS Lat. 7378A	27v-29r	27v	29r		14th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-103	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 349–350.	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n355/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc665931	https://gallica.bnf.fr/ark:/12148/btv1b525016914	https://gallica.bnf.fr/iiif/ark:/12148/btv1b525016914/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q2987645	Q367240
652	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Roma, Biblioteca Nazionale Centrale, MS 2548 (Gesuiticus 419/H. C. 93)	99r-105v	99r	105v		16th cent.		Incomplete	Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-104	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .						TRUE	41.906294, 12.50595	grid.432861.a	Q6382871	1030453-8	Q2987645	Q367240
659	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Saint-Omer, Bibliothèque Municipale, MS 605	153v-156v	153v	156v		14th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-105	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .						TRUE	50.7476431, 2.2574372	none	Q61931287	none	Q2987645	Q367240
733	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Vatican, Biblioteca Apostolica, MS Vat. Lat. 11482	44r-50v	44r	50v		16th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-106	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	Anzulewicz (1999), vol. I; A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Vat.lat	https://ptolemaeus.badw.de/jordanus/ms/10276			TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q2987645	Q367240
744	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Vatican, Biblioteca Apostolica, MS Vat. Lat. 2975	202r-208v	202r	208v		16th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-107	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	Anzulewicz (1999), vol. I; A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Vat.lat	https://ptolemaeus.badw.de/jordanus/ms/10075	http://digi.vatlib.it/view/MSS_Vat.lat.2975	https://digi.vatlib.it/iiif/MSS_Vat.lat.2975/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q2987645	Q367240
774	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Libro dei crepuscoli	1/B	Dimostrare che cosa sia el crepuscolo equale sia ...	Vatican, Biblioteca Apostolica, MS Vat. Lat. 4595	177v-181v	177v	181v		1341			Guerruccio di Cione	LAT	ITA																									E. Narducci, "Intorno ad una traduzione italiana, fatta nel secolo decimoquarto, del trattato d'Ottica d'Alhacen, matematico del secolo undecimo, ed ad alrri lavori di questo scienziato", Bullettino di bibliografia e di storia delle scienze matematiche e fisiche 4 (1871), 1–48. 		Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Vat.lat		http://digi.vatlib.it/view/MSS_Vat.lat.4595	https://digi.vatlib.it/iiif/MSS_Vat.lat.4595/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q2987645	
813	Abhomadi Malfegeyr	Abu  ‘Abd Allah Muhammad ibn Mu'idh	2nd half of 11th cent.	Liber de crepusculis (Liber de crepusculis et nubium ascenscionibus)	1/A	Ostendere (Ostendam) quid sit crepusculum et que causa	Wien, Österreichische Nationalbibliothek, MS 4799	77v-78r	77v	78r		16th cent.			Gerard de Cremona	AR	LAT	Pedro Nunes, De crepusculis liber unus ... Item Alllacen ... de causis crepuscolorum  liber unus ... (Lisbon, 1542)	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_De_crepusculis_l/WyuwAwnSIAMC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover	Albasen and Witelo, Opticae thesaurus (Basel, 1572), pp. 283-108	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	Pedro Nunes, De arte atque, ratione navigandi Iibri duo ... Cum Iibello Allacen de causis crepuscolorum (Coimbra, 1573)		Pedro Nunes, Opera ... Cum libello Allacen de causis crepusculorum (Basel, 1590; facsimile reprint of 1542 ed. in G. Hellmann, Meteorologische Optik 1000-1636 (Neudrucke.. von Schriften und Karteni über Meteorologie und Erdmagnetismus, no 14 (Berlin, 1902, pp. 87-104; reprint of 1573 ed. in Pedro Nunes, Obras, vol. 2 (Lisbon. 1945), pp. 139-43.	https://www.google.cz/books/edition/Petri_Nonii_Salaciensis_Opera_quae_compl/siDgpUPdHGsC?hl=pl&gbpv=1&dq=inauthor:%22Pedro+Nunes%22&printsec=frontcover																	A. I . Sabra, "The Authorship of the Liber de crepusculis, an Eleventh-Century Work on At­mospheric Refraction”, Isis 58 (1967), 77–85; Annotations to the 1573 edition of the text by Joaquim de Carvalho, in Pedro Nunes, Obras, vol. 2, Lisbon 1943, 365–375.	This work has frequently been attributed to Alhazen .	Tabulae codicum manu scriptorum praeter graecos et orientales in Bibliotheca Palatina Vindobonensi asservatorum, edidit Academia Caesarea Vindobonensis, Vol. III: Cod. 3501-5000, Wien 1869, 390.	http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0751c_b0390_jpg.htm	https://search.onb.ac.at/permalink/f/sb7jht/ONB_alma21294554010003338	https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_2757628&order=1&view=SINGLE		TRUE	48.206547, 16.366992	grid.426076.1	Q304037	2020893-5	Q2987645	Q367240
